site	gene_id	gene_name	chrom	pos	n_sig_windows	min_p	windows
NC_000014.9:76750727	ENSG00000071246.11	VASH1	chr14	76750727	1	1.04173e-05	up
NC_000010.11:37741463	ENSG00000198105.16	ZNF248	chr10	37741463	3	1.04466e-05	body,dn,up
NC_000009.12:113067974	ENSG00000136866.14	ZFP37	chr9	113067974	1	1.04844e-05	dn
NC_000006.12:169502791	ENSG00000285733.1	ENSG00000285733	chr6	169502791	1	1.04863e-05	dn
NC_000001.11:2664017	ENSG00000142606.16	MMEL1	chr1	2664017	1	1.04928e-05	dn
NC_000011.10:112697625	ENSG00000149294.18	NCAM1	chr11	112697625	1	1.05337e-05	prom
NC_000004.12:6684193	ENSG00000163993.7	S100P	chr4	6684193	1	1.05355e-05	up
NC_000001.11:118226976	ENSG00000155761.14	SPAG17	chr1	118226976	1	1.05401e-05	body
NC_000021.9:35833569	ENSG00000159216.20	RUNX1	chr21	35833569	1	1.05523e-05	body
NC_000001.11:115338793	ENSG00000134259.6	NGF	chr1	115338793	1	1.05696e-05	up
NC_000009.12:2272999	ENSG00000080503.25	SMARCA2	chr9	2272999	1	1.05805e-05	dn
NC_000004.12:87868729	ENSG00000152595.17	MEPE	chr4	87868729	1	1.05866e-05	dn
NC_000005.10:843778	ENSG00000188818.13	ZDHHC11	chr5	843778	3	1.06194e-05	body,dn,up
NC_000001.11:2659554	ENSG00000142606.16	MMEL1	chr1	2659554	1	1.06543e-05	dn
NC_000011.10:20571441	ENSG00000165970.12	SLC6A5	chr11	20571441	1	1.06662e-05	up
NC_000001.11:121659713	ENSG00000188610.12	FAM72B	chr1	121659713	1	1.06805e-05	up
NC_000004.12:49864918	ENSG00000109182.12	CWH43	chr4	49864918	1	1.07186e-05	up
NC_000014.9:54344500	ENSG00000100526.21	CDKN3	chr14	54344500	1	1.07271e-05	up
NC_000010.11:37188156	ENSG00000148513.20	ANKRD30A	chr10	37188156	1	1.07322e-05	dn
NC_000007.14:25882921	ENSG00000050344.9	NFE2L3	chr7	25882921	1	1.07611e-05	enh
NC_000009.12:76509448	ENSG00000187210.14	GCNT1	chr9	76509448	1	1.0768e-05	body
NC_000011.10:2296833	ENSG00000064201.16	TSPAN32	chr11	2296833	1	1.07808e-05	up
NC_000020.11:31061657	ENSG00000215547.1	DEFB115	chr20	31061657	1	1.07878e-05	up
NC_000013.11:112745708	ENSG00000068650.19	ATP11A	chr13	112745708	1	1.08052e-05	body
NC_000013.11:50951249	ENSG00000136104.22	RNASEH2B	chr13	50951249	2	1.08249e-05	body,enh
NC_000015.10:88721057	ENSG00000157766.19	ACAN	chr15	88721057	1	1.08338e-05	enh
NC_000010.11:113476267	ENSG00000148702.15	HABP2	chr10	113476267	1	1.08405e-05	up
NC_000002.12:3141318	ENSG00000032389.13	EIPR1	chr2	3141318	2	1.0915e-05	body,up
NC_000007.14:159116668	ENSG00000106018.14	VIPR2	chr7	159116668	3	1.09573e-05	body,dn,up
NC_000011.10:124206387	ENSG00000255425.6	OR8G3P	chr11	124206387	2	1.09635e-05	dn,up
NC_000014.9:70889667	ENSG00000100731.16	PCNX1	chr14	70889667	1	1.09698e-05	enh
NC_000020.11:31060324	ENSG00000215547.1	DEFB115	chr20	31060324	1	1.09839e-05	up
NC_000004.12:77308731	ENSG00000138764.15	CCNG2	chr4	77308731	1	1.10272e-05	body
NC_000014.9:62754838	ENSG00000140015.20	KCNH5	chr14	62754838	1	1.10306e-05	dn
NC_000017.11:66934104	ENSG00000075461.6	CACNG4	chr17	66934104	1	1.10353e-05	up
NC_000011.10:5919604	ENSG00000132256.20	TRIM5	chr11	5919604	1	1.11072e-05	up
NC_000018.10:79374260	ENSG00000131196.18	NFATC1	chr18	79374260	1	1.11106e-05	up
NC_000009.12:138150707	ENSG00000148408.15	CACNA1B	chr9	138150707	1	1.11183e-05	prom
NC_000020.11:31093211	ENSG00000215547.1	DEFB115	chr20	31093211	1	1.11508e-05	up
NC_000006.12:116496061	ENSG00000178033.6	CALHM5	chr6	116496061	1	1.12368e-05	dn
NC_000001.11:121016633	ENSG00000263353.4	PPIAL4A	chr1	121016633	1	1.12676e-05	up
NC_000014.9:52248980	ENSG00000168229.4	PTGDR	chr14	52248980	1	1.12908e-05	up
NC_000012.12:42000112	ENSG00000151233.11	GXYLT1	chr12	42000112	2	1.13246e-05	body,dn
NC_000004.12:26437160	ENSG00000163394.6	CCKAR	chr4	26437160	1	1.13398e-05	up
NC_000012.12:112609219	ENSG00000089169.15	RPH3A	chr12	112609219	1	1.1393e-05	enh
NC_000001.11:121646992	ENSG00000188610.12	FAM72B	chr1	121646992	1	1.14103e-05	up
NC_000001.11:152218941	ENSG00000197915.7	HRNR	chr1	152218941	1	1.14373e-05	dn
NC_000007.14:100996349	ENSG00000169876.14	MUC17	chr7	100996349	1	1.14836e-05	up
NC_000007.14:37962827	ENSG00000086289.13	EPDR1	chr7	37962827	1	1.14839e-05	dn
NC_000001.11:220804128	ENSG00000286231.1	ENSG00000286231	chr1	220804128	1	1.15301e-05	body
NC_000004.12:163637117	ENSG00000198498.10	TMA16	chr4	163637117	1	1.15944e-05	dn
NC_000003.12:142985589	ENSG00000163714.18	U2SURP	chr3	142985589	1	1.16125e-05	body
NC_000001.11:2680267	ENSG00000142606.16	MMEL1	chr1	2680267	1	1.16213e-05	dn
NC_000007.14:158915275	ENSG00000126870.16	DYNC2I1	chr7	158915275	1	1.16467e-05	body
NC_000012.12:112563792	ENSG00000089169.15	RPH3A	chr12	112563792	1	1.17283e-05	enh
NC_000022.11:47424842	ENSG00000054611.14	TBC1D22A	chr22	47424842	1	1.17784e-05	enh
NC_000005.10:415809	ENSG00000180104.16	EXOC3	chr5	415809	1	1.17784e-05	prom
NC_000005.10:150802909	ENSG00000256235.3	SMIM3	chr5	150802909	1	1.17791e-05	dn
NC_000014.9:80942596	ENSG00000165409.18	TSHR	chr14	80942596	1	1.17911e-05	body
NC_000003.12:183149399	ENSG00000078081.8	LAMP3	chr3	183149399	3	1.17979e-05	body,dn,up
NC_000001.11:183149041	ENSG00000058085.15	LAMC2	chr1	183149041	1	1.2016e-05	up
NC_000015.10:27826751	ENSG00000104044.16	OCA2	chr15	27826751	2	1.20194e-05	body,dn
NC_000008.11:56438417	ENSG00000181195.11	PENK	chr8	56438417	1	1.20371e-05	up
NC_000016.10:57723377	ENSG00000140854.13	KATNB1	chr16	57723377	1	1.20443e-05	up
NC_000022.11:47292897	ENSG00000054611.14	TBC1D22A	chr22	47292897	1	1.20507e-05	enh
NC_000007.14:78144788	ENSG00000006576.17	PHTF2	chr7	78144788	1	1.20525e-05	up
NC_000009.12:113059131	ENSG00000136866.14	ZFP37	chr9	113059131	1	1.21986e-05	dn
NC_000013.11:19356547	ENSG00000198033.13	TUBA3C	chr13	19356547	1	1.22061e-05	dn
NC_000001.11:121655593	ENSG00000188610.12	FAM72B	chr1	121655593	1	1.22826e-05	dn
NC_000017.11:19178314	ENSG00000072134.16	EPN2	chr17	19178314	1	1.23079e-05	body
NC_000009.12:113087783	ENSG00000136866.14	ZFP37	chr9	113087783	1	1.23227e-05	dn
NC_000008.11:66377636	ENSG00000179041.4	RRS1	chr8	66377636	1	1.23418e-05	up
NC_000012.12:41374080	ENSG00000165966.16	PDZRN4	chr12	41374080	1	1.24555e-05	body
NC_000010.11:38336136	ENSG00000283930.1	PLD5P1	chr10	38336136	1	1.24673e-05	up
NC_000020.11:16609356	ENSG00000089177.20	KIF16B	chr20	16609356	1	1.24787e-05	up
NC_000019.10:40945335	ENSG00000197408.10	CYP2B6	chr19	40945335	1	1.25448e-05	up
NC_000002.12:118148846	ENSG00000125629.16	INSIG2	chr2	118148846	1	1.25838e-05	dn
NC_000005.10:838001	ENSG00000188818.13	ZDHHC11	chr5	838001	3	1.26042e-05	body,dn,up
NC_000011.10:5919447	ENSG00000132256.20	TRIM5	chr11	5919447	1	1.26198e-05	up
NC_000011.10:94374371	ENSG00000123901.9	GPR83	chr11	94374371	1	1.26515e-05	up
NC_000005.10:34699489	ENSG00000039560.14	RAI14	chr5	34699489	1	1.27204e-05	enh
NC_000020.11:58637360	ENSG00000124222.23	STX16	chr20	58637360	1	1.27748e-05	up
NC_000017.11:26790639	ENSG00000109046.15	WSB1	chr17	26790639	1	1.27764e-05	up
NC_000017.11:15485299	ENSG00000239704.12	CDRT4	chr17	15485299	1	1.2784e-05	enh
NC_000010.11:99160485	ENSG00000172987.14	HPSE2	chr10	99160485	1	1.27918e-05	body
NC_000011.10:4223315	ENSG00000284018.2	SSU72L5	chr11	4223315	2	1.28054e-05	dn,enh
NC_000020.11:31074413	ENSG00000215547.1	DEFB115	chr20	31074413	1	1.28405e-05	up
NC_000008.11:66346622	ENSG00000179041.4	RRS1	chr8	66346622	1	1.28964e-05	up
NC_000013.11:36254555	ENSG00000120669.16	SOHLH2	chr13	36254555	1	1.29314e-05	dn
NC_000010.11:38829083	ENSG00000283930.1	PLD5P1	chr10	38829083	1	1.29582e-05	dn
NC_000009.12:998951	ENSG00000064218.5	DMRT3	chr9	998951	1	1.29598e-05	body
NC_000005.10:173967997	ENSG00000185056.10	C5orf47	chr5	173967997	1	1.29636e-05	up
NC_000011.10:60437948	ENSG00000166930.7	MS4A5	chr11	60437948	1	1.29691e-05	dn
NC_000007.14:32661844	ENSG00000105778.20	AVL9	chr7	32661844	2	1.29795e-05	body,up
NC_000012.12:112636715	ENSG00000089169.15	RPH3A	chr12	112636715	1	1.29883e-05	enh
NC_000001.11:2670934	ENSG00000142606.16	MMEL1	chr1	2670934	1	1.30075e-05	dn
NC_000004.12:119361831	ENSG00000145384.4	FABP2	chr4	119361831	1	1.30145e-05	dn
NC_000019.10:36297459	ENSG00000196357.12	ZNF565	chr19	36297459	2	1.30947e-05	body,up
NC_000014.9:20709520	ENSG00000259171.1	ENSG00000259171	chr14	20709520	1	1.31029e-05	enh
NC_000010.11:38860184	ENSG00000283930.1	PLD5P1	chr10	38860184	1	1.31369e-05	dn
NC_000006.12:157284634	ENSG00000215712.11	TMEM242	chr6	157284634	1	1.3199e-05	up
NC_000006.12:159218260	ENSG00000164694.17	FNDC1	chr6	159218260	1	1.32085e-05	body
NC_000007.14:99658073	ENSG00000106258.16	CYP3A5	chr7	99658073	1	1.32283e-05	up
NC_000011.10:26534771	ENSG00000169550.14	MUC15	chr11	26534771	1	1.33592e-05	dn
NC_000010.11:113966401	ENSG00000043591.6	ADRB1	chr10	113966401	1	1.33869e-05	up
NC_000019.10:36302914	ENSG00000196357.12	ZNF565	chr19	36302914	1	1.34002e-05	up
NC_000002.12:172546560	ENSG00000152256.14	PDK1	chr2	172546560	1	1.34124e-05	dn
NC_000006.12:157311384	ENSG00000215712.11	TMEM242	chr6	157311384	1	1.34376e-05	up
NC_000022.11:49761730	ENSG00000100425.19	BRD1	chr22	49761730	2	1.34457e-05	enh,up
NC_000011.10:134031207	ENSG00000166086.13	JAM3	chr11	134031207	1	1.34525e-05	enh
NC_000001.11:207912084	ENSG00000174059.17	CD34	chr1	207912084	1	1.3465e-05	enh
NC_000020.11:31224642	ENSG00000215547.1	DEFB115	chr20	31224642	1	1.34915e-05	up
NC_000004.12:97211589	ENSG00000163116.10	STPG2	chr4	97211589	2	1.3503e-05	body,dn
NC_000001.11:121658334	ENSG00000188610.12	FAM72B	chr1	121658334	1	1.35093e-05	dn
NC_000020.11:31207202	ENSG00000215547.1	DEFB115	chr20	31207202	1	1.353e-05	up
NC_000001.11:209895283	ENSG00000143469.21	SYT14	chr1	209895283	1	1.3651e-05	up
NC_000014.9:20987529	ENSG00000165792.18	METTL17	chr14	20987529	2	1.36664e-05	dn,enh
NC_000012.12:55679431	ENSG00000170439.8	TMT1B	chr12	55679431	1	1.37703e-05	up
NC_000005.10:158886270	ENSG00000164330.18	EBF1	chr5	158886270	1	1.37754e-05	body
NC_000016.10:57179172	ENSG00000172775.18	PSME3IP1	chr16	57179172	1	1.38449e-05	dn
NC_000013.11:110124091	ENSG00000134871.20	COL4A2	chr13	110124091	1	1.39361e-05	dn
NC_000005.10:16647680	ENSG00000154153.15	RETREG1	chr5	16647680	3	1.39528e-05	body,dn,up
NC_000004.12:77308037	ENSG00000138764.15	CCNG2	chr4	77308037	1	1.39778e-05	body
NC_000012.12:112553629	ENSG00000089169.15	RPH3A	chr12	112553629	1	1.39844e-05	enh
NC_000020.11:31071405	ENSG00000215547.1	DEFB115	chr20	31071405	1	1.39955e-05	up
NC_000011.10:122564156	ENSG00000154127.10	UBASH3B	chr11	122564156	1	1.40178e-05	up
NC_000014.9:18654697	ENSG00000257115.2	OR11H12	chr14	18654697	1	1.40588e-05	up
NC_000013.11:43656506	ENSG00000120658.14	ENOX1	chr13	43656506	1	1.40657e-05	body
NC_000017.11:21967834	ENSG00000260458.3	KCNJ18	chr17	21967834	1	1.40757e-05	dn
NC_000018.10:79726686	ENSG00000060069.18	CTDP1	chr18	79726686	1	1.41292e-05	body
NC_000017.11:26825088	ENSG00000109046.15	WSB1	chr17	26825088	1	1.4186e-05	up
NC_000006.12:163323106	ENSG00000112531.17	QKI	chr6	163323106	2	1.42513e-05	enh,up
NC_000013.11:110200488	ENSG00000134871.20	COL4A2	chr13	110200488	1	1.43287e-05	enh
NC_000019.10:36284151	ENSG00000196357.12	ZNF565	chr19	36284151	1	1.44129e-05	up
NC_000004.12:143840071	ENSG00000197465.14	GYPE	chr4	143840071	1	1.45127e-05	up
NC_000004.12:173438952	ENSG00000164106.8	SCRG1	chr4	173438952	1	1.45478e-05	dn
NC_000010.11:94002324	ENSG00000138193.17	PLCE1	chr10	94002324	1	1.46195e-05	body
NC_000009.12:21805208	ENSG00000099810.21	MTAP	chr9	21805208	1	1.46529e-05	up
NC_000020.11:22562122	ENSG00000125798.15	FOXA2	chr20	22562122	1	1.46767e-05	up
NC_000010.11:1183069	ENSG00000047056.18	WDR37	chr10	1183069	1	1.46805e-05	dn
NC_000020.11:31238474	ENSG00000215547.1	DEFB115	chr20	31238474	1	1.47418e-05	up
NC_000012.12:112680158	ENSG00000089169.15	RPH3A	chr12	112680158	1	1.47506e-05	enh
NC_000007.14:65103385	ENSG00000213462.5	ERV3-1	chr7	65103385	1	1.47969e-05	up
NC_000007.14:76956563	ENSG00000186645.11	SPDYE17	chr7	76956563	1	1.48199e-05	up
NC_000011.10:126803156	ENSG00000149571.12	KIRREL3	chr11	126803156	1	1.48364e-05	body
NC_000002.12:74950962	ENSG00000115350.12	POLE4	chr2	74950962	1	1.49482e-05	dn
NC_000001.11:2671677	ENSG00000142606.16	MMEL1	chr1	2671677	2	1.49566e-05	body,up
NC_000002.12:676222	ENSG00000151353.15	TMEM18	chr2	676222	1	1.50446e-05	body
NC_000005.10:127115014	ENSG00000164241.14	C5orf63	chr5	127115014	1	1.5118e-05	dn
NC_000002.12:42785475	ENSG00000162882.15	HAAO	chr2	42785475	1	1.51501e-05	enh
NC_000005.10:823597	ENSG00000188818.13	ZDHHC11	chr5	823597	3	1.51754e-05	body,dn,up
NC_000012.12:69649234	ENSG00000198812.5	LRRC10	chr12	69649234	1	1.52005e-05	dn
NC_000002.12:192130973	ENSG00000144339.12	TMEFF2	chr2	192130973	1	1.52264e-05	up
NC_000019.10:22635741	ENSG00000229676.3	ZNF492	chr19	22635741	1	1.52627e-05	up
NC_000008.11:134588948	ENSG00000066827.16	ZFAT	chr8	134588948	2	1.52818e-05	body,dn
NC_000017.11:21855172	ENSG00000260458.3	KCNJ18	chr17	21855172	1	1.53517e-05	dn
NC_000010.11:68190224	ENSG00000179774.9	ATOH7	chr10	68190224	1	1.53607e-05	up
NC_000001.11:748985	ENSG00000284662.2	OR4F16	chr1	748985	1	1.54373e-05	dn
NC_000010.11:5042534	ENSG00000196139.14	AKR1C3	chr10	5042534	1	1.54459e-05	up
NC_000017.11:21896030	ENSG00000260458.3	KCNJ18	chr17	21896030	1	1.54612e-05	dn
NC_000006.12:149129448	ENSG00000055208.20	TAB2	chr6	149129448	1	1.54625e-05	enh
NC_000020.11:2390564	ENSG00000166948.10	TGM6	chr20	2390564	1	1.54743e-05	up
NC_000006.12:52906834	ENSG00000174156.15	GSTA3	chr6	52906834	1	1.55662e-05	dn
NC_000018.10:22934396	ENSG00000101773.19	RBBP8	chr18	22934396	1	1.5611e-05	body
NC_000021.9:27819810	ENSG00000154736.6	ADAMTS5	chr21	27819810	1	1.56604e-05	up
NC_000007.14:86981963	ENSG00000164659.15	ELAPOR2	chr7	86981963	1	1.56976e-05	up
NC_000001.11:2658942	ENSG00000142606.16	MMEL1	chr1	2658942	1	1.5703e-05	dn
NC_000020.11:31188408	ENSG00000215547.1	DEFB115	chr20	31188408	1	1.57297e-05	up
NC_000019.10:36291101	ENSG00000196357.12	ZNF565	chr19	36291101	1	1.57633e-05	up
NC_000009.12:32714582	ENSG00000188133.6	TMEM215	chr9	32714582	1	1.57661e-05	up
NC_000019.10:36299994	ENSG00000196357.12	ZNF565	chr19	36299994	2	1.59358e-05	dn,up
NC_000008.11:138541589	ENSG00000147724.12	FAM135B	chr8	138541589	1	1.59793e-05	up
NC_000006.12:166313769	ENSG00000176381.6	PRR18	chr6	166313769	1	1.61062e-05	enh
NC_000006.12:169593285	ENSG00000285733.1	ENSG00000285733	chr6	169593285	1	1.61528e-05	dn
NC_000007.14:47778293	ENSG00000158683.10	PKD1L1	chr7	47778293	2	1.61673e-05	body,dn
NC_000006.12:160626532	ENSG00000198670.13	LPA	chr6	160626532	1	1.61798e-05	dn
NC_000010.11:46886288	ENSG00000204179.11	PTPN20	chr10	46886288	1	1.61968e-05	up
NC_000016.10:84134589	ENSG00000103160.12	HSDL1	chr16	84134589	1	1.62226e-05	up
NC_000009.12:113065032	ENSG00000136866.14	ZFP37	chr9	113065032	1	1.62449e-05	dn
NC_000005.10:824320	ENSG00000188818.13	ZDHHC11	chr5	824320	3	1.6265e-05	body,dn,up
NC_000020.11:31398474	ENSG00000180483.7	DEFB119	chr20	31398474	1	1.6361e-05	dn
NC_000003.12:64400317	ENSG00000163637.13	PRICKLE2	chr3	64400317	1	1.64207e-05	up
NC_000009.12:39535228	ENSG00000204849.10	SPATA31A1	chr9	39535228	1	1.65076e-05	dn
NC_000013.11:24133939	ENSG00000182957.16	SPATA13	chr13	24133939	1	1.65268e-05	body
NC_000001.11:778291	ENSG00000284662.2	OR4F16	chr1	778291	1	1.6556e-05	prom
NC_000002.12:3949508	ENSG00000214866.9	DCDC2C	chr2	3949508	1	1.658e-05	dn
NC_000010.11:122787417	ENSG00000138161.14	CUZD1	chr10	122787417	1	1.66257e-05	up
NC_000004.12:127622321	ENSG00000164066.13	INTU	chr4	127622321	1	1.66356e-05	body
NC_000008.11:66330759	ENSG00000179041.4	RRS1	chr8	66330759	1	1.66375e-05	up
NC_000002.12:88161469	ENSG00000144115.18	THNSL2	chr2	88161469	1	1.66743e-05	up
NC_000001.11:153000840	ENSG00000163209.15	SPRR3	chr1	153000840	1	1.68131e-05	dn
NC_000006.12:86901127	ENSG00000168830.8	HTR1E	chr6	86901127	1	1.687e-05	up
NC_000012.12:16079397	ENSG00000023697.13	DERA	chr12	16079397	1	1.69823e-05	dn
NC_000012.12:97123655	ENSG00000139350.12	NEDD1	chr12	97123655	1	1.70014e-05	up
NC_000007.14:51288997	ENSG00000106078.19	COBL	chr7	51288997	1	1.70038e-05	up
NC_000005.10:8065473	ENSG00000124279.12	FASTKD3	chr5	8065473	1	1.71648e-05	dn
NC_000010.11:122977532	ENSG00000179988.15	PSTK	chr10	122977532	1	1.72272e-05	body
NC_000020.11:31216876	ENSG00000215547.1	DEFB115	chr20	31216876	1	1.72345e-05	up
NC_000021.9:39822817	ENSG00000183036.11	PCP4	chr21	39822817	1	1.72485e-05	body
NC_000003.12:119730957	ENSG00000285585.1	ENSG00000285585	chr3	119730957	1	1.72918e-05	up
NC_000003.12:156803648	ENSG00000197980.14	LEKR1	chr3	156803648	1	1.73357e-05	body
NC_000001.11:771714	ENSG00000284662.2	OR4F16	chr1	771714	1	1.73409e-05	prom
NC_000006.12:129839421	ENSG00000203756.8	TMEM244	chr6	129839421	1	1.7407e-05	dn
NC_000001.11:121750475	ENSG00000188610.12	FAM72B	chr1	121750475	1	1.74327e-05	dn
NC_000012.12:112580441	ENSG00000089169.15	RPH3A	chr12	112580441	1	1.7485e-05	enh
NC_000001.11:121020237	ENSG00000263353.4	PPIAL4A	chr1	121020237	1	1.74863e-05	up
NC_000017.11:26818993	ENSG00000109046.15	WSB1	chr17	26818993	1	1.7504e-05	up
NC_000010.11:113701465	ENSG00000165806.21	CASP7	chr10	113701465	1	1.75073e-05	up
NC_000006.12:27440638	ENSG00000096654.16	ZNF184	chr6	27440638	1	1.75119e-05	up
NC_000009.12:113087522	ENSG00000136866.14	ZFP37	chr9	113087522	1	1.75688e-05	dn
NC_000003.12:98183582	ENSG00000233412.6	OR5H15	chr3	98183582	1	1.7636e-05	dn
NC_000002.12:25179947	ENSG00000115138.11	POMC	chr2	25179947	1	1.76823e-05	up
NC_000020.11:31069053	ENSG00000215547.1	DEFB115	chr20	31069053	1	1.77058e-05	up
NC_000004.12:119393461	ENSG00000145384.4	FABP2	chr4	119393461	1	1.7944e-05	dn
NC_000020.11:31054457	ENSG00000215547.1	DEFB115	chr20	31054457	1	1.7945e-05	up
NC_000009.12:113082218	ENSG00000136866.14	ZFP37	chr9	113082218	1	1.79608e-05	dn
NC_000001.11:2661681	ENSG00000142606.16	MMEL1	chr1	2661681	1	1.80327e-05	dn
NC_000001.11:2658070	ENSG00000142606.16	MMEL1	chr1	2658070	3	1.81062e-05	body,dn,up
NC_000007.14:101004597	ENSG00000169876.14	MUC17	chr7	101004597	1	1.81092e-05	up
NC_000001.11:227812244	ENSG00000185888.6	PRSS38	chr1	227812244	1	1.81269e-05	body
NC_000003.12:155486802	ENSG00000240045.2	STRIT1	chr3	155486802	1	1.81323e-05	dn
NC_000019.10:36286028	ENSG00000196357.12	ZNF565	chr19	36286028	1	1.81563e-05	up
NC_000008.11:66346782	ENSG00000179041.4	RRS1	chr8	66346782	1	1.81995e-05	up
NC_000009.12:113082428	ENSG00000136866.14	ZFP37	chr9	113082428	1	1.82744e-05	dn
NC_000013.11:36318343	ENSG00000250709.1	CCDC169-SOHLH2	chr13	36318343	3	1.8286e-05	body,dn,up
NC_000004.12:119360926	ENSG00000145384.4	FABP2	chr4	119360926	1	1.83662e-05	dn
NC_000002.12:169927706	ENSG00000144357.18	UBR3	chr2	169927706	1	1.84001e-05	prom
NC_000002.12:56429089	ENSG00000055813.6	CCDC85A	chr2	56429089	1	1.84295e-05	dn
NC_000009.12:113082468	ENSG00000136866.14	ZFP37	chr9	113082468	1	1.84463e-05	dn
NC_000011.10:71687153	ENSG00000204571.7	KRTAP5-11	chr11	71687153	1	1.8527e-05	dn
NC_000001.11:2674100	ENSG00000142606.16	MMEL1	chr1	2674100	1	1.85364e-05	dn
NC_000010.11:46890690	ENSG00000204179.11	PTPN20	chr10	46890690	1	1.85425e-05	up
NC_000001.11:115243960	ENSG00000134259.6	NGF	chr1	115243960	1	1.85828e-05	up
NC_000009.12:113065555	ENSG00000136866.14	ZFP37	chr9	113065555	1	1.86252e-05	dn
NC_000002.12:69120097	ENSG00000169604.21	ANTXR1	chr2	69120097	1	1.86305e-05	body
NC_000009.12:113081981	ENSG00000136866.14	ZFP37	chr9	113081981	1	1.87361e-05	dn
NC_000020.11:23343202	ENSG00000132661.4	NXT1	chr20	23343202	2	1.87457e-05	enh,up
NC_000006.12:160620564	ENSG00000198670.13	LPA	chr6	160620564	1	1.87624e-05	dn
NC_000020.11:31214425	ENSG00000215547.1	DEFB115	chr20	31214425	1	1.87718e-05	up
NC_000013.11:26171978	ENSG00000127870.17	RNF6	chr13	26171978	3	1.87724e-05	body,dn,up
NC_000006.12:169561226	ENSG00000285733.1	ENSG00000285733	chr6	169561226	1	1.8786e-05	dn
NC_000002.12:206954405	ENSG00000144410.5	CPO	chr2	206954405	1	1.88033e-05	body
NC_000001.11:132137	ENSG00000186092.7	OR4F5	chr1	132137	1	1.89005e-05	dn
NC_000002.12:126924508	ENSG00000237524.11	TEX51	chr2	126924508	1	1.89102e-05	dn
NC_000003.12:111268248	ENSG00000153283.13	CD96	chr3	111268248	1	1.89222e-05	up
NC_000010.11:11764642	ENSG00000134463.15	ECHDC3	chr10	11764642	1	1.8964e-05	prom
NC_000009.12:113086962	ENSG00000136866.14	ZFP37	chr9	113086962	1	1.89942e-05	dn
NC_000020.11:9262968	ENSG00000101333.19	PLCB4	chr20	9262968	1	1.90436e-05	up
NC_000010.11:125756323	ENSG00000154485.5	MMP21	chr10	125756323	1	1.90948e-05	enh
NC_000008.11:26192218	ENSG00000221914.11	PPP2R2A	chr8	26192218	1	1.91068e-05	up
NC_000001.11:2673330	ENSG00000142606.16	MMEL1	chr1	2673330	1	1.91607e-05	dn
NC_000003.12:195619121	ENSG00000189058.9	APOD	chr3	195619121	1	1.91892e-05	dn
NC_000004.12:72127894	ENSG00000056291.19	NPFFR2	chr4	72127894	1	1.92486e-05	body
NC_000018.10:79950532	ENSG00000122490.19	SLC66A2	chr18	79950532	1	1.92535e-05	enh
NC_000006.12:157312738	ENSG00000215712.11	TMEM242	chr6	157312738	1	1.92963e-05	dn
NC_000006.12:149136821	ENSG00000055208.20	TAB2	chr6	149136821	1	1.93094e-05	up
NC_000012.12:48541814	ENSG00000284723.2	OR8S1	chr12	48541814	1	1.93533e-05	up
NC_000010.11:6056731	ENSG00000134460.19	IL2RA	chr10	6056731	3	1.93633e-05	body,dn,up
NC_000011.10:5830737	ENSG00000205409.3	OR52E6	chr11	5830737	1	1.93942e-05	up
NC_000022.11:49762177	ENSG00000100425.19	BRD1	chr22	49762177	1	1.94333e-05	enh
NC_000016.10:23783678	ENSG00000166869.3	CHP2	chr16	23783678	1	1.94778e-05	up
NC_000007.14:155775174	ENSG00000164690.8	SHH	chr7	155775174	1	1.95257e-05	up
NC_000018.10:14873246	ENSG00000180777.15	ANKRD30B	chr18	14873246	1	1.96163e-05	enh
NC_000006.12:41366331	ENSG00000096264.14	NCR2	chr6	41366331	1	1.97346e-05	dn
NC_000005.10:150973334	ENSG00000211445.13	GPX3	chr5	150973334	1	1.97424e-05	enh
NC_000001.11:2662163	ENSG00000142606.16	MMEL1	chr1	2662163	2	1.98141e-05	body,up
NC_000012.12:131143439	ENSG00000111452.13	ADGRD1	chr12	131143439	1	1.98263e-05	dn
NC_000001.11:2670953	ENSG00000142606.16	MMEL1	chr1	2670953	3	1.98468e-05	body,dn,up
NC_000004.12:151509825	ENSG00000164142.16	FHIP1A	chr4	151509825	1	1.98585e-05	body
NC_000006.12:167214800	ENSG00000112494.10	UNC93A	chr6	167214800	1	1.98593e-05	up
NC_000002.12:191765480	ENSG00000168497.5	CAVIN2	chr2	191765480	1	1.9899e-05	up
NC_000003.12:13667678	ENSG00000163520.14	FBLN2	chr3	13667678	1	1.99149e-05	dn
NC_000007.14:158926025	ENSG00000126870.16	DYNC2I1	chr7	158926025	1	1.99921e-05	prom
NC_000005.10:12669471	ENSG00000169862.21	CTNND2	chr5	12669471	1	2.00065e-05	dn
NC_000015.10:38449154	ENSG00000171262.11	FAM98B	chr15	38449154	1	2.00761e-05	dn
NC_000008.11:121236034	ENSG00000170961.7	HAS2	chr8	121236034	1	2.02199e-05	dn
NC_000002.12:231409380	ENSG00000156966.8	B3GNT7	chr2	231409380	1	2.02865e-05	dn
NC_000004.12:123003202	ENSG00000145375.9	AFG2A	chr4	123003202	1	2.03172e-05	up
NC_000009.12:113087815	ENSG00000136866.14	ZFP37	chr9	113087815	1	2.03394e-05	dn
NC_000004.12:72132434	ENSG00000056291.19	NPFFR2	chr4	72132434	1	2.03448e-05	body
